,student_name,student_id,major,period,grade,passed_subject,get_subject
2197,최다영,2016650599,응용화학과,5,3,"['PE216-00', 'AMTH1004-10', 'AE201-00', 'GEC2001-G18', 'SC317-00', 'CE275-02', 'GED1356-G00', 'ENV488-02', 'KO4201-00', 'EE497-07', 'AMTH1002-15', 'CHI201-01', 'GEB1102-G02', 'PAM330-00', 'APCH2101-00']","[['GED1650-G00', '10:30', '11:45'], ['GEC0103-G04', '16:30', '17:45'], ['EDU2103-G04', '11:00', '12:50'], ['GEC1403-G33', '9:00', '11:45']]"
2198,서성준,2021577346,응용화학과,2,1,"['FSB304-00', 'IS2516-00', 'APCH4204-00', 'SPACE211-00', 'APHY1002-07']","[['EDU2102-G00', '9:00', '10:50'], ['GED1136-G00', '16:30', '17:45'], ['EDU4104-G01', '15:30', '17:20'], ['GEC1105-G33', '13:30', '14:45'], ['GEC1403-G22', '12:00', '13:15'], ['GEB1202-G05', '12:00', '13:15']]"
2199,임승기,2021424215,응용화학과,1,1,"['CA3024-00', 'APCH1121-07', 'CPE104-06', 'AE473-01', 'GED1947-G01']","[['GED1119-G00', '9:00', '10:15'], ['GEE1127-G01', '18:00', '20:25'], ['GED1539-G00', '9:00', '10:15'], ['GED1119-G01', '13:00', '15:45']]"
2200,김민진,2011546449,응용화학과,6,3,"['GEC1403-G13', 'PM3022-18', 'ESP105-02', 'SC410-00', 'GEE1625-G00', 'GEC1104-G41', 'FR2032-00', 'JP273-00', 'GED1528-G00', 'TK101-02', 'ESP309-00', 'RU1101-02', 'PE101-00', 'GI102-01', 'CHI314-00']","[['GED1356-G00', '10:30', '13:15'], ['GEC1102-G37', '10:30', '11:45'], ['GEC1102-G04', '12:00', '14:45'], ['GEC1105-G26', '12:00', '13:15'], ['GED1136-G00', '16:30', '17:45'], ['GEC2001-G34', '9:00', '11:45']]"
2201,이시영,2019369476,응용화학과,4,2,"['EE422-00', 'CSE436-00', 'VID3028-01', 'GEC1403-G34', 'IS2508-00', 'GED1306-G00', 'APHY1100-02', 'APCH1101-08', 'AMIE394-03', 'GED1717-G00']","[['GEC1102-G17', '13:30', '14:45'], ['GEB1102-G06', '9:00', '10:15'], ['GEC1403-G14', '16:30', '17:45'], ['GED1502-G00', '9:00', '11:45']]"
2202,조현규,2021101396,응용화학과,2,1,"['ME331-02', 'CPE301-03', 'PM3022-13', 'CSE305-01']","[['GEC1102-G08', '10:30', '11:45'], ['GEC1102-G47', '13:30', '14:45'], ['GED1733-G00', '12:00', '14:45'], ['GEC1104-G38', '9:00', '11:45'], ['GED1353-G00', '12:00', '13:15'], ['GEC1105-G29', '12:00', '13:15']]"
2203,장소유,2015540969,응용화학과,3,2,"['IS4402-00', 'GED1202-G00', 'EE341-00', 'JP232-00', 'EE497-00', 'CPE201-03', 'EE213-01', 'SPACE471-00', 'AMIE396-03', 'ME205-02', 'GEE1960-G01', 'GEC1105-G10']","[['GEC1104-G21', '12:00', '14:45'], ['GEC1102-G38', '10:30', '11:45'], ['GEE1127-G02', '18:00', '20:25'], ['GED1540-G00', '13:30', '14:45'], ['GEC1403-G09', '13:30', '14:45']]"
2204,한지민,2021079800,응용화학과,2,1,"['ME231-01', 'ESP105-02', 'GEC1104-G15', 'CHE332-01', 'PM1016-00', 'GED1240-G00']","[['GEC2001-G18', '16:30', '17:45'], ['GEC1105-G31', '13:30', '14:45'], ['GED1405-G00', '12:00', '13:15'], ['GEB1101-G01', '9:00', '10:15']]"
2205,조채민,2021293591,응용화학과,1,1,"['GEE1668-G00', 'IE423-01', 'IS2508-00', 'CPE108-03', 'TK307-02']","[['GED1957-G01', '16:30', '17:45'], ['GEE1615-G00', '10:30', '12:20'], ['GEC2001-G26', '12:00', '13:15'], ['GEC1105-G33', '13:30', '14:45'], ['GED1502-G00', '9:00', '11:45']]"
2206,조민후,2016980813,응용화학과,5,3,"['GEN308-00', 'AMTH2014-00', 'IS2003-00', 'SPACE312-01', 'GEC1403-G16', 'EE497-06', 'BIO101-05', 'TC202-00', 'GEE1665-G01', 'PM4021-00', 'GEC1105-G28', 'ID2013-01', 'GEC1105-G06', 'AMTH1002-12', 'ID4014-01']","[['GEC1101-G02', '10:30', '11:45'], ['GEC1101-G02', '10:30', '11:45'], ['EDU2104-G00', '9:00', '10:50'], ['GEB1102-G00', '9:00', '10:15'], ['GEC1102-G40', '12:00', '13:15']]"
2207,한찬유,2011746574,응용화학과,8,4,"['GED1311-G00', 'APCH1121-06', 'IS2202-01', 'IS2103-00', 'GEE1665-G01', 'GEE1665-G00', 'VID4018-00', 'FSB402-00', 'JP233-00', 'PM1019-01', 'GEC1102-G21', 'CPE301-02', 'PM3022-03', 'SM201-01', 'AR311-03', 'NE321-00']","[['GEC1403-G08', '12:00', '13:15'], ['GEC1102-G37', '10:30', '11:45'], ['GEE1648-G00', '18:00', '19:50'], ['GEC1105-G32', '13:30', '14:45'], ['GEE1669-G00', '10:00', '11:50']]"
2208,윤소유,2011420974,응용화학과,4,2,"['EE201-02', 'AMIE475-00', 'GEE1332-G06', 'CPE401-15', 'IS2514-00', 'GEC1104-G32', 'AR112-03', 'EDU3198-G00']","[['GED1306-G00', '16:30', '17:45'], ['GEE1345-G02', '18:00', '20:45'], ['GEC1102-G44', '13:30', '14:45'], ['GEE1332-G00', '12:00', '12:50']]"
2209,박수호,2011908230,응용화학과,7,4,"['VID3028-00', 'AMTH2004-01', 'NE443-00', 'FSB351-02', 'GEC1403-G25', 'AMIE394-01', 'GEE1959-G01', 'CPE101-10', 'GEC1102-G42', 'CSE302-03', 'GEE1667-G00', 'SM333-00', 'GEC1403-G06', 'PAM330-00', 'LA326-00', 'AMIE394-01']","[['GEC1105-G44', '9:00', '11:45'], ['GED1959-G03', '13:30', '14:45'], ['GEC1403-G09', '13:30', '14:45'], ['GEC1403-G06', '12:00', '13:15']]"
2210,임건후,2021346402,응용화학과,1,1,"['CPE401-06', 'GED1737-G00', 'GED1223-G02', 'FR1011-01']","[['GEC1102-G27', '16:30', '17:45'], ['GEC1104-G01', '12:00', '14:45'], ['GEC1104-G08', '9:00', '11:45'], ['GEE1613-G00', '15:00', '16:50'], ['GEE1330-G05', '18:00', '20:00']]"
2211,조하루,2021752125,응용화학과,1,1,"['FT3077-00', 'CPE301-09', 'FSB381-00', 'FD103-01', 'GEC1403-G00']","[['GED1432-G00', '13:30', '14:45'], ['GEC1105-G17', '16:30', '17:45'], ['GED1305-G00', '12:00', '14:45'], ['GEC1105-G20', '9:00', '10:15'], ['GEC2001-G14', '15:00', '16:15'], ['GEE1332-G04', '16:30', '17:20']]"
2212,김태이,2014076341,응용화학과,5,3,"['SC311-00', 'ELC374-00', 'CA4002-01', 'ELC203-00', 'GED1217-G01', 'ME321-01', 'GED1240-G00', 'ME435-01', 'GED1626-G00', 'EE497-07', 'CPE101-01', 'EE368-00']","[['GED1119-G00', '9:00', '10:15'], ['GEC2001-G33', '16:30', '17:45'], ['GEC1102-G46', '13:30', '14:45'], ['GEC1403-G33', '9:00', '11:45']]"
2213,윤정현,2013492100,응용화학과,3,2,"['PM4025-01', 'GEC1105-G10', 'GEC1105-G10', 'SM321-00', 'GED1955-G00', 'CSE305-00', 'IS2003-00', 'FD101-00', 'LA326-00', 'CE485-03', 'ME380-01', 'GI315-00']","[['GED1945-G01', '12:00', '13:15'], ['GEC0103-G02', '15:00', '16:15'], ['GEE1953-G01', '15:00', '16:15'], ['GEB1202-G04', '10:30', '11:45'], ['GEC1102-G10', '10:30', '11:45'], ['GEC1104-G32', '12:00', '14:45']]"
2214,서주희,2014008317,응용화학과,3,2,"['GED1631-G00', 'AMTH1002-01', 'PM1019-08', 'GEC2001-G23', 'AMTH4012-00', 'AMTH1004-09', 'KO1101-00', 'SC305-01']","[['GEC1105-G46', '12:00', '14:45'], ['GED1995-G00', '15:00', '16:15'], ['GED1212-G00', '10:30', '11:45'], ['GED1537-G00', '10:30', '11:45'], ['GEC2001-G36', '9:00', '11:45']]"
2215,김율,2015870266,응용화학과,4,2,"['IE315-00', 'JP476-00', 'GED1305-G00', 'CPE101-10', 'APHY1100-00', 'EDU4103-G00', 'FR4024-00', 'FSB391-00']","[['GEC1105-G29', '12:00', '13:15'], ['GEC1403-G29', '15:00', '16:15'], ['GEC1104-G45', '9:00', '11:45'], ['GEE1956-G06', '16:30', '17:45'], ['GED1542-G00', '13:30', '14:45']]"
2216,강루리,2014116237,응용화학과,7,4,"['AE451-01', 'ME205-01', 'ME205-02', 'ME315-01', 'GEC2001-G32', 'TC202-00', 'CHE331-01', 'AR211-01', 'APHY1100-01', 'DC205-01', 'GEC2001-G34', 'ME231-03', 'FD110-01', 'CA1007-00', 'CHI203-00', 'FSB361-00']","[['GED1528-G00', '9:00', '10:15'], ['GEB1101-G02', '12:00', '13:15'], ['GED1993-G00', '10:30', '11:45'], ['GEC1105-G20', '9:00', '10:15']]"
2217,이현서,2018587836,응용화학과,5,3,"['APHY2000-00', 'APCH2101-01', 'EE368-03', 'IE411-00', 'CA4001-00', 'IS2201-00', 'GEE1615-G00', 'GEC1104-G10', 'FT1003-00', 'CE351-02', 'GEC2001-G00', 'EE201-04', 'GEC1105-G01', 'RU3101-01', 'GED1217-G00']","[['GEC1102-G36', '10:30', '11:45'], ['GEC1104-G11', '12:00', '14:45'], ['GEC1102-G38', '10:30', '11:45'], ['GED1539-G00', '9:00', '10:15'], ['GEC0103-G06', '13:30', '14:45'], ['GED1736-G00', '12:00', '14:45']]"
2218,박아율,2013379943,응용화학과,4,2,"['GEC2001-G31', 'APHY2102-00', 'AE431-00', 'GEC1102-G29', 'CDG3262-00', 'SWCON363-01', 'GEC1105-G41', 'GED1666-G00']","[['GEC1104-G11', '12:00', '14:45'], ['GEE1644-G01', '15:00', '16:50'], ['GED1947-G00', '10:30', '13:15'], ['GEC0103-G01', '12:00', '14:45'], ['GEC1102-G34', '10:30', '11:45'], ['GED1240-G01', '13:30', '14:45']]"
2219,정윤호,2017860574,응용화학과,5,3,"['GED1736-G00', 'CHE252-01', 'ELC204-01', 'GEC2001-G23', 'CE472-01', 'ELC203-01', 'AMTH2004-01', 'CPE103-01', 'BME409-00', 'GED1432-G01', 'CPE201-13', 'GEN305-00', 'GEN202-01', 'AMTH1009-04', 'JP411-00', 'AMTH1005-01', 'PM4020-00', 'GED1217-G00']","[['GEC1102-G23', '15:00', '16:15'], ['GEC1102-G23', '15:00', '16:15'], ['GEC1403-G16', '9:00', '10:15'], ['GEC2001-G38', '12:00', '14:45'], ['GEE1961-G00', '10:30', '11:45'], ['GED1736-G00', '12:00', '14:45']]"
2220,강온유,2021620015,응용화학과,1,1,"['CHI203-00', 'AE473-00', 'GEE1958-G00', 'ID2003-01', 'CA4001-01']","[['GED1306-G00', '16:30', '17:45'], ['GED1113-G01', '15:00', '16:15'], ['GEC1102-G52', '16:30', '17:45'], ['GEE1667-G00', '9:00', '10:50'], ['GEC2001-G36', '9:00', '11:45']]"
2221,정나원,2015611550,응용화학과,7,4,"['ME211-02', 'CDG0266-00', 'GED1119-G01', 'GED1540-G00', 'CPE301-15', 'ME331-01', 'GED1959-G00', 'ME252-02', 'GEC0103-G09', 'EE202-01', 'GEC1403-G04', 'GEC1403-G02', 'CPE108-01', 'GED1223-G02', 'AMTH1004-02', 'PE218-00', 'CA2006-01', 'PM1003-00', 'CPE108-04', 'GED1105-G00']","[['GED1217-G00', '13:30', '14:45'], ['GED1325-G00', '13:00', '15:45'], ['GEC1102-G04', '12:00', '14:45'], ['GED1217-G01', '15:00', '16:15'], ['GED1955-G00', '15:00', '17:45'], ['GED1819-G00', '9:00', '11:45']]"
2222,임하민,2014242212,응용화학과,6,3,"['GED1511-G00', 'CHI420-00', 'FR2032-00', 'BME305-00', 'GEC1102-G40', 'CDG3268-00', 'AR112-03', 'ID4014-00', 'GED1628-G00', 'IS1003-01', 'GED1305-G00', 'PE101-00', 'PE301-01', 'CPE401-10', 'EE203-01', 'GEE1345-G00', 'EE496-00', 'AMTH1004-12']","[['GEC2001-G41', '15:00', '17:45'], ['GEE1608-G00', '12:00', '13:50'], ['GED1737-G00', '12:00', '14:45'], ['GEC2001-G19', '9:00', '10:15'], ['GEC0103-G02', '15:00', '16:15']]"
2223,정다민,2017057672,응용화학과,4,2,"['AMTH1004-10', 'AR211-01', 'IS2103-00', 'ID2019-00', 'FR2041-00', 'ME380-02', 'BME316-00', 'CPE108-04', 'SC410-00', 'APCH2202-01', 'AMTH1002-06', 'APHY1002-29']","[['GED1440-G01', '18:00', '20:25'], ['GEC1104-G33', '12:00', '14:45'], ['GED1820-G00', '12:00', '14:45'], ['GEC0103-G07', '15:00', '16:15']]"
2224,강연진,2014435848,응용화학과,3,2,"['VID4018-01', 'EDU4103-G01', 'FSB351-02', 'ID4014-01', 'EDU3101-G00', 'GED1119-G00', 'SC303-02', 'IS2512-00', 'ESP328-00', 'AMIE396-01', 'GE4001-00', 'GEC1102-G08']","[['GEB1202-G00', '9:00', '10:15'], ['GEC1105-G46', '12:00', '14:45'], ['GED1544-G00', '10:30', '11:45'], ['GEC1102-G24', '15:00', '16:15'], ['GED1958-G00', '15:00', '16:15']]"
2225,이연지,2016595553,응용화학과,3,2,"['GED1509-G00', 'IS3402-00', 'TC434-00', 'KO4105-00', 'CHE251-01', 'GEE1669-G00', 'GEC1403-G02', 'GEE1642-G01', 'ELC253-00', 'GED1467-G00']","[['GED1311-G00', '10:30', '11:45'], ['EDU3101-G00', '15:30', '17:20'], ['GEC1104-G29', '9:00', '11:45'], ['GEE1652-G00', '10:30', '12:20'], ['GED1502-G01', '15:00', '17:45']]"
2226,강하리,2021634567,응용화학과,2,1,"['PM1019-18', 'GED1940-G00', 'EE421-00', 'GED1739-G00']","[['GEB1102-G04', '15:00', '16:15'], ['GEC1105-G05', '10:30', '11:45'], ['GEC1105-G05', '10:30', '11:45'], ['GEC1403-G37', '15:00', '17:45'], ['GEC1104-G28', '9:00', '11:45'], ['GEE1644-G00', '10:30', '12:20']]"
2227,최하윤,2021549913,응용화학과,2,1,"['GEC1102-G28', 'CE377-02', 'GEC1403-G01', 'GEC2001-G29']","[['GED1957-G02', '13:30', '14:45'], ['GEE1605-G00', '13:00', '14:50'], ['GEC1102-G44', '13:30', '14:45'], ['GEC1403-G09', '13:30', '14:45']]"
2228,최서아,2021967327,응용화학과,1,1,"['CSE428-00', 'AMTH2014-00', 'AMIE202-01', 'ENV212-01', 'GEC1102-G10']","[['GED1739-G00', '12:00', '14:45'], ['GEB1301-G01', '12:00', '14:45'], ['GED1657-G00', '15:00', '17:45'], ['GEC1102-G33', '10:30', '11:45'], ['GED1991-G00', '15:00', '16:15']]"
2229,임다경,2021414581,응용화학과,2,1,"['GED1544-G00', 'PM2019-00', 'ID4019-00', 'GEC1104-G19', 'IE301-01', 'EDU3106-G01']","[['GEC2001-G07', '12:00', '13:15'], ['GEE1665-G01', '15:00', '16:50'], ['GEE1615-G00', '10:30', '12:20'], ['GED1957-G02', '13:30', '14:45']]"
2230,박태규,2020374398,응용화학과,4,2,"['SWCON321-00', 'ID4015-00', 'AR111-02', 'EDU3345-G00', 'IS3513-01', 'IS3002-01', 'OMB211-00', 'CSE204-02', 'CSE203-02', 'AMTH1002-08', 'GEC1102-G14', 'APHY1002-14']","[['GEE1958-G00', '9:00', '10:15'], ['GEE1332-G03', '10:30', '11:20'], ['GEC1102-G23', '15:00', '16:15'], ['GEE1665-G01', '15:00', '16:50'], ['GEC1104-G43', '15:00', '17:45'], ['GED1311-G00', '10:30', '11:45']]"
2231,조아름,2012706257,응용화학과,7,4,"['GEC1105-G32', 'GED1206-G00', 'CPE104-01', 'TK201-01', 'ELC337-00', 'AMTH1009-12', 'ENV390-00', 'DC205-01', 'CHI315-00', 'PM4025-15', 'ME251-01', 'EDU2103-G03', 'AMIE361-00', 'APCH2202-00', 'GEN315-00', 'PM1019-08']","[['GEE1332-G05', '10:30', '11:20'], ['GED1909-G00', '15:00', '16:15'], ['GED1961-G00', '12:00', '13:15'], ['GED1544-G00', '10:30', '11:45'], ['GEC0103-G02', '15:00', '16:15'], ['GED1945-G00', '12:00', '13:15']]"
2232,박나희,2014200842,응용화학과,8,4,"['IE207-01', 'AE271-01', 'AR411-04', 'RU1103-01', 'KO4201-00', 'GED1860-G00', 'GED1465-G00', 'NE443-00', 'GEC1104-G24', 'EE363-00', 'PE205-01', 'TC318-00', 'AMIE475-00', 'LA205-00', 'OMB401-00', 'BME412-02']","[['GEC1403-G01', '9:00', '10:15'], ['GED1508-G01', '10:30', '11:45'], ['GED1959-G04', '15:00', '16:15'], ['EDU2102-G01', '11:00', '12:50'], ['GEC1403-G19', '10:30', '11:45'], ['GED1664-G00', '15:00', '16:15']]"
2233,임주안,2015325850,응용화학과,5,3,"['FR1011-00', 'FD103-02', 'CSE440-00', 'SC209-01', 'ME335-02', 'ELC356-00', 'APHY1002-11', 'LA326-00', 'RU2202-00', 'SC409-00', 'EE361-01', 'CPE401-12']","[['GEC1104-G45', '9:00', '11:45'], ['GEB1102-G06', '9:00', '10:15'], ['GEC1105-G08', '12:00', '13:15'], ['GEC1102-G41', '12:00', '13:15'], ['GEE1961-G00', '10:30', '11:45'], ['GED1509-G00', '15:00', '16:15']]"
2234,장병준,2019901020,우주과학과,5,3,"['APHY1002-06', 'KO2104-00', 'GEC1105-G28', 'LA425-00', 'PM1018-00', 'GEN301-01', 'ENV379-00', 'APCH4603-00', 'GEN409-00', 'FT3081-00', 'GED1868-G00', 'IS1003-00', 'PM4025-06', 'AR311-01', 'EDU3105-G00']","[['GEC1101-G02', '10:30', '11:45'], ['GEE1332-G04', '16:30', '17:20'], ['GED1960-G00', '16:30', '17:45'], ['GED1959-G01', '15:00', '16:15'], ['GED1737-G00', '12:00', '14:45'], ['GEC1105-G31', '13:30', '14:45']]"
2235,정유안,2017473089,우주과학과,8,4,"['FR4015-00', 'CSE440-00', 'ELC343-00', 'APHY1002-07', 'NE205-00', 'FD105-03', 'ME301-01', 'CPE401-14', 'ME351-02', 'GEC1104-G04', 'ME335-02', 'AMTH1009-09', 'FSB451-00', 'IE201-00', 'GEC1104-G28', 'ELC104-00']","[['GEC2001-G05', '12:00', '13:15'], ['GED1909-G00', '15:00', '16:15'], ['GEC1102-G16', '12:00', '13:15'], ['GEC1104-G05', '15:00', '17:45']]"
2236,조민우,2021098096,우주과학과,2,1,"['GEE1345-G01', 'CDG3260-00', 'KO3202-00', 'SWCON363-01', 'GED1135-G00']","[['GEC2001-G33', '16:30', '17:45'], ['GEC1403-G35', '12:00', '14:45'], ['GEC1105-G30', '13:30', '14:45'], ['GEC0103-G09', '12:00', '14:45'], ['GEC1104-G29', '9:00', '11:45']]"
2237,김준희,2021943001,우주과학과,1,1,"['ELC103-01', 'CHI420-00', 'AMTH1002-05', 'CPE401-06', 'SC202-01']","[['GED1363-G00', '13:30', '14:45'], ['GEC2001-G01', '9:00', '10:15'], ['GED1959-G03', '13:30', '14:45'], ['GEC1105-G17', '16:30', '17:45']]"
2238,윤수빈,2011913949,우주과학과,5,3,"['OMB310-00', 'CA3011-00', 'GEC1105-G12', 'TK308-01', 'IE415-00', 'GEC1104-G30', 'ID3014-00', 'GEC1102-G16', 'ELC381-00', 'IS2204-01', 'GEN418-00', 'ELC101-00']","[['GED1873-G00', '10:30', '11:45'], ['GED1419-G00', '13:30', '14:45'], ['GEC1105-G42', '9:00', '11:45'], ['GED1738-G00', '12:00', '14:45'], ['GEE1332-G03', '10:30', '11:20'], ['GED1502-G00', '9:00', '11:45']]"
2239,윤라은,2011795620,우주과학과,6,3,"['AMIE202-01', 'GEC1102-G02', 'SC107-01', 'GED1437-G00', 'NE202-01', 'CE277-01', 'PM2023-09', 'EE209-00', 'PM1019-03', 'EDU3357-G00', 'EDU3103-G00', 'AR455-00', 'CPE201-11', 'PM1019-08', 'APHY1002-25', 'TK207-02', 'SWCON332-00', 'GED1136-G00']","[['GEC1105-G48', '12:00', '14:45'], ['GEC1104-G33', '12:00', '14:45'], ['GED1542-G00', '13:30', '14:45'], ['GEC1104-G00', '9:00', '11:45'], ['GEB1202-G06', '13:30', '14:45']]"
2240,김강,2020028308,우주과학과,4,2,"['IS4403-00', 'EDU3161-G00', 'ELC103-00', 'AMIE400-00', 'EE497-14', 'APCH3606-00', 'GEC2001-G37', 'AR112-02', 'RU1103-00', 'CHI409-00', 'EE324-00', 'GED1466-G00']","[['GED1537-G00', '10:30', '11:45'], ['GED1965-G00', '13:30', '14:45'], ['GEC2001-G18', '16:30', '17:45'], ['GEC1105-G20', '9:00', '10:15'], ['GED1738-G00', '12:00', '14:45']]"
2241,최경민,2011413668,우주과학과,8,4,"['GEC1105-G18', 'GEC1403-G16', 'SC209-00', 'CHI419-00', 'AMIE400-00', 'BIO101-01', 'EE209-03', 'GED1337-G00', 'SPACE231-00', 'PE106-01', 'AMIE371-00', 'CA2018-00', 'GEC1403-G23', 'GED1735-G00', 'APHY1002-21', 'CDG3254-00', 'APHY1002-23', 'AMTH3003-00', 'GEC1105-G49', 'GED1539-G00', 'BME412-05', 'PM1018-00', 'VID2002-01', 'GEE1330-G03']","[['GEC1403-G20', '12:00', '13:15'], ['GEC2001-G30', '15:00', '16:15'], ['GEC1104-G20', '9:00', '11:45'], ['GEE1644-G01', '15:00', '16:50']]"
2242,조진혁,2012349654,우주과학과,3,2,"['NE413-00', 'GEE1332-G00', 'FT1071-00', 'TK310-01', 'BME406-00', 'APCH1101-09', 'TC211-00', 'VID2003-00']","[['GEE1633-G01', '10:30', '12:20'], ['GEC1105-G04', '10:30', '11:45'], ['EDU3345-G00', '9:00', '11:45'], ['EDU3101-G00', '15:30', '17:20'], ['GEE1958-G00', '9:00', '10:15'], ['GED1961-G01', '10:30', '11:45']]"
2243,최동우,2011648515,우주과학과,4,2,"['EE444-00', 'FR3041-00', 'FR3011-00', 'GEC1105-G11', 'GEC1104-G37', 'GI102-01', 'CPE401-05', 'EDU2102-G01', 'GEC2001-G11', 'CPE101-07']","[['GED1208-G00', '9:00', '11:45'], ['GEC1105-G22', '10:30', '11:45'], ['GEE1954-G01', '18:00', '20:25'], ['GEE1127-G02', '18:00', '20:25']]"
2244,윤은석,2021916874,우주과학과,2,1,"['CPE301-05', 'AR511-02', 'VID2011-01', 'DC201-00', 'BME303-00', 'GEC0103-G06']","[['GED1801-G00', '13:30', '14:45'], ['GEC1403-G23', '13:30', '14:45'], ['GEC0103-G01', '12:00', '14:45'], ['EDU3105-G00', '13:30', '15:20'], ['GEC2001-G08', '13:30', '14:45'], ['GED1217-G01', '15:00', '16:15']]"
2245,박채원,2015806780,우주과학과,8,4,"['CSE301-01', 'GEC1403-G15', 'PM4025-02', 'RU4104-00', 'SM301-00', 'PM3022-13', 'GEE1665-G01', 'GEC1105-G44', 'APCH2101-01', 'CA3018-00', 'ME315-01', 'ESP105-00', 'EE497-06', 'AR112-04', 'FD105-03', 'EE202-04', 'RU3101-00', 'CDG0265-00', 'GEC1403-G19', 'EE211-05']","[['GED1947-G00', '10:30', '13:15'], ['EDU4104-G01', '15:30', '17:20'], ['GED1962-G00', '13:30', '14:45'], ['GEC1403-G14', '16:30', '17:45'], ['GEC1105-G36', '15:00', '16:15'], ['GEB1201-G00', '12:00', '13:15']]"
2246,조민경,2015220002,우주과학과,8,4,"['IS2204-00', 'APHY1002-06', 'TK311-01', 'GEC2001-G05', 'GEC1105-G10', 'GED1959-G03', 'CHI201-00', 'AE473-00', 'FR3041-00', 'ME275-02', 'APHY2104-00', 'CE485-01', 'JP475-00', 'ELC374-00', 'GEC0103-G06', 'IS2304-00', 'BME316-00', 'ENV274-00', 'GEC1403-G03', 'CHE353-02']","[['GED1631-G00', '12:00', '13:15'], ['GEC1101-G01', '16:30', '17:45'], ['GEC1105-G09', '12:00', '13:15'], ['GEC1104-G26', '15:00', '17:45']]"
2247,이재연,2016436435,우주과학과,8,4,"['EDU2103-G03', 'IE201-00', 'EE211-02', 'GEN301-01', 'FT2069-00', 'GEN203-02', 'PM2015-00', 'AE473-03', 'EE210-00', 'AR251-00', 'GEB1201-G00', 'FT3041-00', 'ID3013-00', 'GEC1104-G34', 'GEB1202-G05', 'FD103-03', 'ID3014-01', 'AE271-01', 'APCH1101-08', 'ME315-01', 'GEE1669-G00', 'APCH1121-02', 'AMTH1009-08', 'EE361-00']","[['GEC1104-G35', '15:00', '17:45'], ['GEE1644-G00', '10:30', '12:20'], ['GEC0103-G03', '13:30', '14:45'], ['IPE108-00', '9:00', '11:45'], ['GEE1667-G01', '9:00', '10:50'], ['GEC0103-G01', '12:00', '14:45']]"
2248,이수린,2021625808,우주과학과,2,1,"['GI201-02', 'GEE1332-G06', 'GEC2001-G34', 'CPE301-14']","[['GEC1102-G34', '10:30', '11:45'], ['GED1947-G00', '10:30', '13:15'], ['GEC1102-G22', '15:00', '16:15'], ['GEC1104-G03', '12:00', '14:45'], ['GEC2001-G05', '12:00', '13:15']]"
2249,서현성,2021092134,우주과학과,1,1,"['CSE331-00', 'RU3301-00', 'TK401-01', 'GEE1958-G00', 'EE210-03', 'GED1440-G01']","[['GEC1105-G30', '13:30', '14:45'], ['GEC1105-G40', '16:30', '17:45'], ['GEC1105-G51', '15:00', '17:45'], ['GEE1345-G00', '12:00', '14:45']]"
2250,정대현,2014075413,우주과학과,7,4,"['AMTH1004-04', 'TK310-01', 'AMTH1009-04', 'ELC104-00', 'DC304-01', 'IS2001-01', 'CHI201-00', 'EDU2107-G00', 'FT2011-00', 'ENV276-00', 'SPACE212-00', 'GEC1102-G07', 'GI315-00', 'EE209-04', 'PM2023-13', 'TK105-00', 'GEC1105-G02', 'ESP333-00', 'ID3012-00', 'GEE1961-G00']","[['GEC1102-G54', '16:30', '17:45'], ['EDU2107-G01', '11:00', '12:50'], ['GEC2001-G21', '10:30', '11:45'], ['GEE1332-G03', '10:30', '11:20']]"
2251,이해린,2017982517,우주과학과,8,4,"['CPE201-13', 'SM328-00', 'GED1305-G00', 'GED1528-G00', 'AMIE396-04', 'FR4301-00', 'NE321-00', 'VID3020-00', 'GEC1102-G51', 'EE202-01', 'SPACE212-00', 'GEC1102-G17', 'ME231-02', 'ELC257-00', 'GEB1102-G01', 'CHE453-00']","[['GEC1102-G25', '15:00', '16:15'], ['GEE1625-G00', '9:00', '10:15'], ['GED1951-G00', '9:00', '11:45'], ['GEE1652-G00', '10:30', '12:20']]"
2252,박동호,2018349042,우주과학과,4,2,"['AE271-00', 'GEC1104-G35', 'TK207-01', 'PE107-01', 'TC317-00', 'GED1660-G00', 'EE442-00', 'IE203-00', 'FSB401-00', 'FSB361-00', 'APCH4607-00', 'CE275-02']","[['GEC1102-G23', '15:00', '16:15'], ['GED1466-G00', '15:00', '16:15'], ['GEC1102-G03', '12:00', '14:45'], ['GED1501-G00', '18:00', '20:25'], ['GEC1403-G10', '13:30', '14:45']]"
2253,이예인,2018307802,우주과학과,3,2,"['BME412-07', 'GED1945-G00', 'GEN303-00', 'BME303-00', 'PM4025-01', 'PM3022-17', 'ELC103-00', 'APCH3301-01', 'FR2022-00', 'PE201-01']","[['GEC1104-G05', '15:00', '17:45'], ['GED1113-G01', '15:00', '16:15'], ['GED1217-G01', '15:00', '16:15'], ['GED1541-G00', '15:00', '16:15'], ['GED1329-G00', '15:00', '16:15']]"
2254,최은채,2021078741,우주과학과,1,1,"['FSB451-00', 'GEC2001-G14', 'GED1959-G04', 'GEC1105-G26', 'CPE201-08']","[['GEB1101-G02', '12:00', '13:15'], ['GED1440-G00', '15:00', '17:45'], ['GEC1102-G17', '13:30', '14:45'], ['GED1136-G00', '16:30', '17:45']]"
